8.625,28.1661993,-0.191323
8.655,28.2111993,-0.199724
8.685,28.2561993,-0.208146
8.715,28.3011993,-0.216589
8.745,28.3461993,-0.225053
8.775,28.3911993,-0.233537
8.805,28.4361993,-0.242042
8.835,28.4811993,-0.250568
8.865,28.5261993,-0.259114
8.895,28.5711993,-0.26768
8.925,28.6161993,-0.276267
8.955,28.6611993,-0.284873
8.985,28.7061993,-0.2935
